city,state,zip,latitude,longitude
"Oak Vale","Mississippi","39656","31.45055","-89.92843"
"Osyka","Mississippi","39657","31.02727","-90.50334"
"Roxie","Mississippi","39661","31.48704","-91.07952"
"Ruth","Mississippi","39662","31.38778","-90.29838"
"Silver Creek","Mississippi","39663","31.58615","-90.02955"
"Smithdale","Mississippi","39664","31.32894","-90.68252"
"Sontag","Mississippi","39665","31.64125","-90.21404"
"Summit","Mississippi","39666","31.2853","-90.48857"
"Tylertown","Mississippi","39667","31.1298","-90.12656"
"Union Church","Mississippi","39668","31.69126","-90.79126"
"Woodville","Mississippi","39669","31.14966","-91.39547"
"Columbus","Mississippi","39701","33.41091","-88.50807"
"Columbus","Mississippi","39702","33.43876","-88.34493"
"Columbus","Mississippi","39705","33.58669","-88.43705"
"Aberdeen","Mississippi","39730","33.83926","-88.56267"
"Ackerman","Mississippi","39735","33.34511","-89.18998"
"Artesia","Mississippi","39736","33.4169","-88.64178"
"Bellefontaine","Mississippi","39737","33.65211","-89.33573"
"Brooksville","Mississippi","39739","33.23843","-88.57855"
"Caledonia","Mississippi","39740","33.71668","-88.31287"
"Cedarbluff","Mississippi","39741","33.65254","-88.85536"
"Crawford","Mississippi","39743","33.31913","-88.61308"
"Eupora","Mississippi","39744","33.58344","-89.30374"
"French Camp","Mississippi","39745","33.29984","-89.46277"
"Hamilton","Mississippi","39746","33.74697","-88.41544"
"Kilmichael","Mississippi","39747","33.42283","-89.5538"
"Maben","Mississippi","39750","33.56331","-89.05751"
"Mantee","Mississippi","39751","33.70444","-89.10004"
"Mathiston","Mississippi","39752","33.5198","-89.15427"
"Mayhew","Mississippi","39753","33.48441","-88.63052"
"Pheba","Mississippi","39755","33.61275","-88.95138"
"Prairie","Mississippi","39756","33.78356","-88.74266"
"Starkville","Mississippi","39759","33.43491","-88.82631"
"Mississippi State","Mississippi","39762","33.44648","-88.79576"
"Steens","Mississippi","39766","33.5876","-88.31598"
"Stewart","Mississippi","39767","33.47263","-89.45001"
"Sturgis","Mississippi","39769","33.31867","-89.01136"
"Walthall","Mississippi","39771","33.60694","-89.27873"
"Weir","Mississippi","39772","33.30509","-89.29893"
"West Point","Mississippi","39773","33.63892","-88.67558"
"Woodland","Mississippi","39776","33.78517","-89.03239"
"Arlington","Georgia","39813","31.42631","-84.68361"
"Attapulgus","Georgia","39815","30.74138","-84.4935"
"Bainbridge","Georgia","39817","30.93953","-84.59132"
"Bainbridge","Georgia","39819","30.78485","-84.64297"
"Blakely","Georgia","39823","31.34004","-84.94641"
"Bluffton","Georgia","39824","31.52882","-84.86552"
"Brinson","Georgia","39825","30.92359","-84.73496"
"Bronwood","Georgia","39826","31.82092","-84.32423"
"Cairo","Georgia","39827","30.94911","-84.21674"
"Cairo","Georgia","39828","30.79741","-84.22444"
"Cedar Springs","Georgia","39832","31.19304","-85.0257"
"Climax","Georgia","39834","30.89298","-84.42749"
"Coleman","Georgia","39836","31.66293","-84.87726"
"Colquitt","Georgia","39837","31.15321","-84.67283"
"Cuthbert","Georgia","39840","31.78874","-84.75986"
"Damascus","Georgia","39841","31.29031","-84.69124"
"Dawson","Georgia","39842","31.75837","-84.44314"
"Donalsonville","Georgia","39845","30.95011","-84.89329"
"Edison","Georgia","39846","31.56841","-84.74271"
"Fort Gaines","Georgia","39851","31.63432","-85.00086"
"Georgetown","Georgia","39854","31.86713","-85.04881"
"Iron City","Georgia","39859","30.99493","-84.80731"
"Jakin","Georgia","39861","31.13635","-84.9884"
"Leary","Georgia","39862","31.45694","-84.51615"
"Morgan","Georgia","39866","31.55954","-84.60553"
"Morris","Georgia","39867","31.84076","-84.93684"
"Newton","Georgia","39870","31.31944","-84.41071"
"Parrott","Georgia","39877","31.9183","-84.50647"
"Sasser","Georgia","39885","31.72189","-84.34304"
"Shellman","Georgia","39886","31.73469","-84.61554"
"Whigham","Georgia","39897","30.91234","-84.33297"
"Bagdad","Kentucky","40003","38.26863","-85.04367"
"Bardstown","Kentucky","40004","37.80279","-85.4695"
"Bedford","Kentucky","40006","38.59626","-85.32861"
"Bethlehem","Kentucky","40007","38.4524","-85.00176"
"Bloomfield","Kentucky","40008","37.91735","-85.28097"
"Bradfordsville","Kentucky","40009","37.47075","-85.099"
"Buckner","Kentucky","40010","38.37226","-85.45431"
"Campbellsburg","Kentucky","40011","38.53048","-85.1718"
"Chaplin","Kentucky","40012","37.90697","-85.17376"
"Coxs Creek","Kentucky","40013","37.93427","-85.48684"
"Crestwood","Kentucky","40014","38.3412","-85.43181"
"Eminence","Kentucky","40019","38.37416","-85.17437"
"Fairfield","Kentucky","40020","37.93503","-85.38753"
"Finchville","Kentucky","40022","38.15242","-85.3341"
"Fisherville","Kentucky","40023","38.16264","-85.42367"
"Glenview","Kentucky","40025","38.30133","-85.65202"
"Goshen","Kentucky","40026","38.42687","-85.52902"
"La Grange","Kentucky","40031","38.42617","-85.39368"
"Lebanon","Kentucky","40033","37.55935","-85.23928"
"Lockport","Kentucky","40036","38.44317","-84.97272"
"Loretto","Kentucky","40037","37.65409","-85.41196"
"Mackville","Kentucky","40040","37.77433","-85.05727"
"Masonic Home","Kentucky","40041","38.25615","-85.66475"
"Milton","Kentucky","40045","38.69376","-85.35641"
"Mount Eden","Kentucky","40046","38.02324","-85.17729"
"Mount Washington","Kentucky","40047","38.04007","-85.55453"
"Nerinx","Kentucky","40049","37.66442","-85.39724"
"New Castle","Kentucky","40050","38.44596","-85.17753"
"New Haven","Kentucky","40051","37.65293","-85.57949"
"New Hope","Kentucky","40052","37.58417","-85.51154"
"Pendleton","Kentucky","40055","38.49889","-85.32867"
"Pewee Valley","Kentucky","40056","38.30654","-85.48784"
"Pleasureville","Kentucky","40057","38.38636","-85.0491"
"Port Royal","Kentucky","40058","38.43265","-85.17002"
"Prospect","Kentucky","40059","38.35784","-85.58441"
"Raywick","Kentucky","40060","37.53529","-85.44371"
"Saint Catharine","Kentucky","40061","37.70954","-85.26353"
"Saint Francis","Kentucky","40062","37.59969","-85.43161"
"Saint Mary","Kentucky","40063","37.57052","-85.34336"
"Shelbyville","Kentucky","40065","38.21225","-85.20734"
"Simpsonville","Kentucky","40067","38.2269","-85.364"
"Smithfield","Kentucky","40068","38.38933","-85.27131"
"Springfield","Kentucky","40069","37.71627","-85.21764"
"Sulphur","Kentucky","40070","38.47969","-85.24405"
"Taylorsville","Kentucky","40071","38.04327","-85.37069"
"Turners Station","Kentucky","40075","38.56169","-85.11346"
"Waddy","Kentucky","40076","38.11301","-85.08671"
"Westport","Kentucky","40077","38.49996","-85.43768"
"Willisburg","Kentucky","40078","37.84272","-85.14902"
"Battletown","Kentucky","40104","38.09012","-86.34053"
"Boston","Kentucky","40107","37.76952","-85.63798"
"Brandenburg","Kentucky","40108","37.96964","-86.16791"
"Brooks","Kentucky","40109","38.05857","-85.75469"
"Clermont","Kentucky","40110","37.93478","-85.64015"
"Cloverport","Kentucky","40111","37.77881","-86.62881"
"Custer","Kentucky","40115","37.73784","-86.22707"
"Ekron","Kentucky","40117","37.89919","-86.1247"
"Fairdale","Kentucky","40118","38.09805","-85.75572"
"Falls Of Rough","Kentucky","40119","37.60799","-86.54925"
"Fort Knox","Kentucky","40121","37.92614","-85.95292"
"Garfield","Kentucky","40140","37.71867","-86.29047"
"Guston","Kentucky","40142","37.88898","-86.21095"
"Hardinsburg","Kentucky","40143","37.78541","-86.50507"
"Harned","Kentucky","40144","37.75899","-86.37732"
"Hudson","Kentucky","40145","37.64607","-86.32019"
"Irvington","Kentucky","40146","37.84622","-86.31954"
"Lebanon Junction","Kentucky","40150","37.87458","-85.68799"
"McDaniels","Kentucky","40152","37.61389","-86.44185"
"Muldraugh","Kentucky","40155","37.94684","-85.99303"
"Payneville","Kentucky","40157","38.02111","-86.37694"
"Radcliff","Kentucky","40160","37.8144","-85.93971"
"Rhodelia","Kentucky","40161","38.00422","-86.39887"
"Rineyville","Kentucky","40162","37.7517","-86.04394"
"Shepherdsville","Kentucky","40165","37.99407","-85.68918"
"Stephensport","Kentucky","40170","37.96479","-86.49607"
"Union Star","Kentucky","40171","37.96435","-86.43577"
"Vine Grove","Kentucky","40175","37.81907","-86.08635"
"Webster","Kentucky","40176","37.92377","-86.34652"
"West Point","Kentucky","40177","38.0009","-85.92502"
"Westview","Kentucky","40178","37.65834","-86.40853"
"Louisville","Kentucky","40202","38.25288","-85.75205"
"Louisville","Kentucky","40203","38.24722","-85.765"
"Louisville","Kentucky","40204","38.23873","-85.7208"
"Louisville","Kentucky","40205","38.22313","-85.68275"
"Louisville","Kentucky","40206","38.25788","-85.70205"
"Louisville","Kentucky","40207","38.26357","-85.65543"
"Louisville","Kentucky","40208","38.2176","-85.7659"
"Louisville","Kentucky","40209","38.18492","-85.74372"
"Louisville","Kentucky","40210","38.23161","-85.78592"
"Louisville","Kentucky","40211","38.23425","-85.82147"
"Louisville","Kentucky","40212","38.26787","-85.80256"
"Louisville","Kentucky","40213","38.177","-85.71571"
"Louisville","Kentucky","40214","38.15141","-85.78285"
"Louisville","Kentucky","40215","38.19052","-85.78555"
"Louisville","Kentucky","40216","38.18707","-85.83738"
"Louisville","Kentucky","40217","38.21689","-85.73725"
"Louisville","Kentucky","40218","38.19036","-85.65698"
"Louisville","Kentucky","40219","38.13907","-85.68877"
"Louisville","Kentucky","40220","38.21535","-85.61794"
"Louisville","Kentucky","40221","38.18644","-85.75302"
"Louisville","Kentucky","40222","38.26436","-85.61173"
"Louisville","Kentucky","40223","38.26153","-85.54328"
"Louisville","Kentucky","40228","38.13931","-85.62947"
"Louisville","Kentucky","40229","38.09074","-85.65597"
"Louisville","Kentucky","40231","38.19551","-85.69523"
"Louisville","Kentucky","40241","38.30339","-85.5774"
"Louisville","Kentucky","40242","38.27639","-85.59042"
"Louisville","Kentucky","40243","38.23917","-85.53188"
"Louisville","Kentucky","40245","38.26574","-85.45327"
"Louisville","Kentucky","40258","38.14514","-85.87253"
"Louisville","Kentucky","40272","38.08291","-85.85315"
"Louisville","Kentucky","40280","38.24764","-85.68704"
"Louisville","Kentucky","40291","38.1275","-85.57823"
"Louisville","Kentucky","40299","38.16319","-85.51613"
"Burgin","Kentucky","40310","37.752","-84.76941"
"Carlisle","Kentucky","40311","38.32407","-84.02256"
"Clay City","Kentucky","40312","37.84386","-83.93013"
"Clearfield","Kentucky","40313","38.13215","-83.38973"
"Denniston","Kentucky","40316","37.93419","-83.52895"
"Frenchburg","Kentucky","40322","37.93367","-83.63329"
"Georgetown","Kentucky","40324","38.24786","-84.54956"
"Gravel Switch","Kentucky","40328","37.56632","-85.02565"
"Harrodsburg","Kentucky","40330","37.78912","-84.89016"
"Hope","Kentucky","40334","38.0197","-83.74943"
"Irvine","Kentucky","40336","37.68352","-83.9832"
"Jeffersonville","Kentucky","40337","37.95286","-83.85644"
"Keene","Kentucky","40339","37.94313","-84.64107"
"Lawrenceburg","Kentucky","40342","38.0036","-84.9837"
"Means","Kentucky","40346","37.98339","-83.74384"
"Midway","Kentucky","40347","38.15794","-84.71915"
"Millersburg","Kentucky","40348","38.30296","-84.14613"
"Moorefield","Kentucky","40350","38.30512","-83.87881"
"Morehead","Kentucky","40351","38.19817","-83.4133"
"Mount Sterling","Kentucky","40353","38.06514","-83.94853"
"New Liberty","Kentucky","40355","38.61023","-84.86535"
"Nicholasville","Kentucky","40356","37.87307","-84.56554"
"North Middletown","Kentucky","40357","38.14519","-84.10843"
"Olympia","Kentucky","40358","38.05769","-83.6831"
"Owenton","Kentucky","40359","38.48224","-84.8209"
"Owingsville","Kentucky","40360","38.15665","-83.76679"
"Paris","Kentucky","40361","38.20536","-84.22415"
"Perry Park","Kentucky","40363","38.51439","-85.00976"
"Sadieville","Kentucky","40370","38.39382","-84.52971"
"Salt Lick","Kentucky","40371","38.07716","-83.59561"
"Salvisa","Kentucky","40372","37.90899","-84.88537"
"Sharpsburg","Kentucky","40374","38.21419","-83.90359"
"Slade","Kentucky","40376","37.7839","-83.69604"
"Stamping Ground","Kentucky","40379","38.30778","-84.68992"
"Stanton","Kentucky","40380","37.81965","-83.78006"
"Versailles","Kentucky","40383","38.01022","-84.73919"
"Waco","Kentucky","40385","37.73866","-84.13085"
"Wellington","Kentucky","40387","37.93494","-83.49027"
"Wilmore","Kentucky","40390","37.85407","-84.67075"
"Winchester","Kentucky","40391","37.96969","-84.14507"
"Annville","Kentucky","40402","37.29663","-83.97008"
"Berea","Kentucky","40403","37.57052","-84.26622"
"Berea","Kentucky","40404","37.57311","-84.29037"
"Brodhead","Kentucky","40409","37.37667","-84.42971"
"Crab Orchard","Kentucky","40419","37.44791","-84.49204"
"Danville","Kentucky","40422","37.64235","-84.80488"
"Gray Hawk","Kentucky","40434","37.39364","-83.93949"
"Hustonville","Kentucky","40437","37.44531","-84.85486"
"Junction City","Kentucky","40440","37.57628","-84.8322"
"Kings Mountain","Kentucky","40442","37.35205","-84.72868"
"Lancaster","Kentucky","40444","37.67893","-84.58819"
"Livingston","Kentucky","40445","37.3125","-84.21159"
"McKee","Kentucky","40447","37.45496","-84.0299"
"McKinney","Kentucky","40448","37.45624","-84.75799"
"Mount Vernon","Kentucky","40456","37.3538","-84.32099"
"Orlando","Kentucky","40460","37.39385","-84.23985"
"Paint Lick","Kentucky","40461","37.59014","-84.40849"
"Parksville","Kentucky","40464","37.55579","-84.91148"
"Perryville","Kentucky","40468","37.65158","-84.98782"
"Ravenna","Kentucky","40472","37.71841","-83.87562"
"Richmond","Kentucky","40475","37.7635","-84.30828"
"Sandgap","Kentucky","40481","37.42658","-84.09116"
"Stanford","Kentucky","40484","37.5153","-84.676"
"Tyner","Kentucky","40486","37.37238","-83.86123"
"Waynesburg","Kentucky","40489","37.36629","-84.64435"
"Lexington","Kentucky","40502","38.01376","-84.48189"
"Lexington","Kentucky","40503","38.0047","-84.53434"
"Lexington","Kentucky","40504","38.04181","-84.54133"
"Lexington","Kentucky","40505","38.06039","-84.45679"
"Lexington","Kentucky","40507","38.04686","-84.49628"
"Lexington","Kentucky","40508","38.05004","-84.50018"
"Lexington","Kentucky","40509","37.99408","-84.36791"
"Lexington","Kentucky","40510","38.07243","-84.60138"
"Lexington","Kentucky","40511","38.13278","-84.47392"
"Lexington","Kentucky","40513","38.01626","-84.60694"
"Lexington","Kentucky","40514","37.98279","-84.56352"
"Lexington","Kentucky","40515","37.92021","-84.4152"
"Lexington","Kentucky","40516","38.07366","-84.36631"
"Lexington","Kentucky","40517","37.98386","-84.48833"
"Lexington","Kentucky","40526","38.0297","-84.50153"
"Lexington","Kentucky","40536","38.02979","-84.50732"
"Frankfort","Kentucky","40601","38.23294","-84.88327"
"Corbin","Kentucky","40701","36.91759","-84.16651"
"East Bernstadt","Kentucky","40729","37.2435","-84.14788"
"Gray","Kentucky","40734","36.92642","-83.96609"
"Keavy","Kentucky","40737","37.00838","-84.13902"
"Lily","Kentucky","40740","37.02111","-84.03888"
"London","Kentucky","40741","37.13349","-84.11636"
"London","Kentucky","40744","37.03841","-84.08864"
"Rockholds","Kentucky","40759","36.82034","-84.0571"
"Siler","Kentucky","40763","36.68848","-83.94403"
"Williamsburg","Kentucky","40769","36.7116","-84.17284"
"Woodbine","Kentucky","40771","36.85942","-84.03459"
"Ages Brookside","Kentucky","40801","36.85692","-83.25493"
"Asher","Kentucky","40803","37.04572","-83.42185"
"Baxter","Kentucky","40806","36.88595","-83.2881"
"Benham","Kentucky","40807","36.9647","-82.95578"
"Big Laurel","Kentucky","40808","36.9995","-83.2801"
"Bledsoe","Kentucky","40810","36.93176","-83.30451"
"Calvin","Kentucky","40813","36.71526","-83.59838"
"Cawood","Kentucky","40815","36.7876","-83.22876"
"Chappell","Kentucky","40816","37.00879","-83.3667"
"Coalgood","Kentucky","40818","36.82003","-83.2442"
"Coldiron","Kentucky","40819","36.81025","-83.46242"
"Cranks","Kentucky","40820","36.77552","-83.16515"
"Cumberland","Kentucky","40823","36.95664","-82.98864"
"Dayhoit","Kentucky","40824","36.82489","-83.37221"
"Eolia","Kentucky","40826","37.05637","-82.7783"
"Essie","Kentucky","40827","37.05208","-83.47187"
"Evarts","Kentucky","40828","36.87107","-83.14868"
"Grays Knob","Kentucky","40829","36.798","-83.29655"
"Gulston","Kentucky","40830","36.77644","-83.33114"
"Harlan","Kentucky","40831","36.76457","-83.33454"
"Helton","Kentucky","40840","36.9457","-83.41854"
"Holmes Mill","Kentucky","40843","36.88826","-82.93666"
"Hoskinston","Kentucky","40844","37.05506","-83.35406"
"Hulen","Kentucky","40845","36.79899","-83.51755"
"Kenvir","Kentucky","40847","36.85281","-83.15798"
"Lejunior","Kentucky","40849","36.89941","-83.13469"
"Loyall","Kentucky","40854","36.84664","-83.35634"
"Lynch","Kentucky","40855","36.94931","-82.89836"
"Miracle","Kentucky","40856","36.70574","-83.52939"
"Mozelle","Kentucky","40858","37.01592","-83.40106"
"Partridge","Kentucky","40862","37.01418","-82.87096"
"Pathfork","Kentucky","40863","36.74048","-83.44567"
"Putney","Kentucky","40865","36.91637","-83.21804"
"Stinnett","Kentucky","40868","37.09367","-83.41638"
"Totz","Kentucky","40870","36.93211","-83.14858"
"Wallins Creek","Kentucky","40873","36.81541","-83.40411"
"Warbranch","Kentucky","40874","36.98407","-83.47345"
"Arjay","Kentucky","40902","36.84824","-83.62435"
"Artemus","Kentucky","40903","36.80973","-83.83163"
"Barbourville","Kentucky","40906","36.88828","-83.87546"
"Beverly","Kentucky","40913","36.94986","-83.54367"
"Big Creek","Kentucky","40914","37.0932","-83.56154"
"Bimble","Kentucky","40915","36.89235","-83.82025"
"Bryants Store","Kentucky","40921","36.78195","-83.90185"
"Cannon","Kentucky","40923","36.92059","-83.84923"
"Closplint","Kentucky","40927","36.89081","-83.03445"
"Flat Lick","Kentucky","40935","36.91107","-83.71264"
"Fourmile","Kentucky","40939","36.81217","-83.71152"
"Frakes","Kentucky","40940","36.60991","-83.92988"
"Garrard","Kentucky","40941","37.12981","-83.74585"
"Girdler","Kentucky","40943","36.95494","-83.85631"
"Green Road","Kentucky","40946","36.95757","-83.82467"
"Heidrick","Kentucky","40949","36.90253","-83.86717"
"Hinkle","Kentucky","40953","36.93771","-83.80163"
"Kettle Island","Kentucky","40958","36.8088","-83.5878"
"Manchester","Kentucky","40962","37.14912","-83.74922"
"Mary Alice","Kentucky","40964","36.78264","-83.33763"
"Middlesboro","Kentucky","40965","36.62469","-83.73461"
"Oneida","Kentucky","40972","37.24501","-83.60692"
"Pineville","Kentucky","40977","36.72332","-83.72867"
"Roark","Kentucky","40979","37.00491","-83.495"
"Saul","Kentucky","40981","37.27792","-83.48531"
"Scalf","Kentucky","40982","36.93241","-83.69421"
"Sextons Creek","Kentucky","40983","37.34608","-83.75339"
"Stoney Fork","Kentucky","40988","36.85928","-83.52838"
"Trosper","Kentucky","40995","36.75268","-83.82322"
"Walker","Kentucky","40997","36.88348","-83.67711"
"Alexandria","Kentucky","41001","38.91409","-84.40256"
"Augusta","Kentucky","41002","38.73002","-83.98282"
"Berry","Kentucky","41003","38.53181","-84.39164"
"Brooksville","Kentucky","41004","38.65549","-84.10134"
"Burlington","Kentucky","41005","39.00709","-84.76541"
"Butler","Kentucky","41006","38.78475","-84.34298"
"California","Kentucky","41007","38.89289","-84.30788"
"Carrollton","Kentucky","41008","38.65648","-85.16873"
"Corinth","Kentucky","41010","38.50085","-84.60763"
"Covington","Kentucky","41011","39.06802","-84.53065"
"Covington","Kentucky","41014","39.0655","-84.50464"
"Latonia","Kentucky","41015","38.97885","-84.48456"
"Covington","Kentucky","41016","39.08701","-84.5487"
"Ft Mitchell","Kentucky","41017","39.02893","-84.56177"
"Erlanger","Kentucky","41018","39.01546","-84.60282"
"Crittenden","Kentucky","41030","38.78582","-84.58754"
"Cynthiana","Kentucky","41031","38.41383","-84.28631"
"De Mossville","Kentucky","41033","38.77131","-84.46114"
"Dover","Kentucky","41034","38.70104","-83.90426"
"Dry Ridge","Kentucky","41035","38.70322","-84.66141"
"Ewing","Kentucky","41039","38.41381","-83.88074"
"Falmouth","Kentucky","41040","38.65232","-84.33188"
"Flemingsburg","Kentucky","41041","38.40548","-83.72338"
"Florence","Kentucky","41042","38.98595","-84.64906"
"Foster","Kentucky","41043","38.75644","-84.19832"
"Germantown","Kentucky","41044","38.60513","-83.97265"
"Ghent","Kentucky","41045","38.72262","-85.02091"
"Glencoe","Kentucky","41046","38.70953","-84.80637"
"Hebron","Kentucky","41048","39.08366","-84.70585"
"Hillsboro","Kentucky","41049","38.27465","-83.64581"
"Independence","Kentucky","41051","38.93233","-84.54451"
"Jonesville","Kentucky","41052","38.65914","-84.77777"
"Mayslick","Kentucky","41055","38.51787","-83.86995"
"Maysville","Kentucky","41056","38.59913","-83.77576"
"Melbourne","Kentucky","41059","39.00504","-84.35213"
"Morning View","Kentucky","41063","38.85323","-84.49983"
"Mount Olivet","Kentucky","41064","38.51462","-84.07106"
"Newport","Kentucky","41071","39.0732","-84.48211"
"Bellevue","Kentucky","41073","39.10123","-84.47748"
"Dayton","Kentucky","41074","39.11018","-84.4607"
"Fort Thomas","Kentucky","41075","39.07838","-84.45248"
"Newport","Kentucky","41076","39.0178","-84.44084"
"Petersburg","Kentucky","41080","39.0493","-84.82938"
"Sanders","Kentucky","41083","38.67513","-84.98805"
"Silver Grove","Kentucky","41085","39.03508","-84.39378"
"Sparta","Kentucky","41086","38.69219","-84.88241"
"Union","Kentucky","41091","38.92056","-84.7379"
"Verona","Kentucky","41092","38.81811","-84.70115"
"Wallingford","Kentucky","41093","38.39441","-83.56269"
"Walton","Kentucky","41094","38.88213","-84.62292"
"Warsaw","Kentucky","41095","38.79033","-84.81567"
"Williamstown","Kentucky","41097","38.62088","-84.58033"
"Worthville","Kentucky","41098","38.59553","-84.99513"
"Ashland","Kentucky","41101","38.47392","-82.65045"
"Ashland","Kentucky","41102","38.42045","-82.72425"
"Argillite","Kentucky","41121","38.44911","-82.83032"
"Blaine","Kentucky","41124","38.02148","-82.85118"
"Catlettsburg","Kentucky","41129","38.31755","-82.64073"
"Denton","Kentucky","41132","38.25667","-82.8314"
"Emerson","Kentucky","41135","38.36026","-83.28796"
"Flatwoods","Kentucky","41139","38.50927","-82.73288"
"Garrison","Kentucky","41141","38.54381","-83.13357"
"Grahn","Kentucky","41142","38.27774","-83.07308"
"Grayson","Kentucky","41143","38.33916","-82.97704"
"Greenup","Kentucky","41144","38.53461","-82.91208"
"Hitchins","Kentucky","41146","38.27701","-82.88969"
"Isonville","Kentucky","41149","38.06008","-83.05438"
"Martha","Kentucky","41159","38.01305","-82.96993"
"Olive Hill","Kentucky","41164","38.28914","-83.16231"
"Quincy","Kentucky","41166","38.63464","-83.09328"
"Rush","Kentucky","41168","38.30732","-82.76992"
"Russell","Kentucky","41169","38.52232","-82.71316"
"Sandy Hook","Kentucky","41171","38.09336","-83.08901"
"South Portsmouth","Kentucky","41174","38.69841","-83.0139"
"South Shore","Kentucky","41175","38.64574","-82.97791"
"Vanceburg","Kentucky","41179","38.52483","-83.38988"
"Webbville","Kentucky","41180","38.13358","-82.85999"
"Willard","Kentucky","41181","38.20758","-82.87425"
"Worthington","Kentucky","41183","38.55","-82.73707"
"Tollesboro","Kentucky","41189","38.54493","-83.56175"
"Adams","Kentucky","41201","38.06201","-82.7576"
"Beauty","Kentucky","41203","37.85241","-82.46112"
"Boons Camp","Kentucky","41204","37.81784","-82.6843"
"Debord","Kentucky","41214","37.79448","-82.59839"
"East Point","Kentucky","41216","37.73016","-82.81308"
"Flatgap","Kentucky","41219","37.92586","-82.90882"
"Hagerhill","Kentucky","41222","37.77036","-82.85032"
"Inez","Kentucky","41224","37.82089","-82.53936"
"Keaton","Kentucky","41226","37.97853","-82.9562"
"Louisa","Kentucky","41230","38.0656","-82.66196"
"Lovely","Kentucky","41231","37.79447","-82.38903"
"Lowmansville","Kentucky","41232","37.93602","-82.74007"
"Meally","Kentucky","41234","37.79654","-82.74161"
"Oil Springs","Kentucky","41238","37.83943","-82.95072"
"Paintsville","Kentucky","41240","37.82103","-82.78927"
"Pilgrim","Kentucky","41250","37.73511","-82.46079"
"River","Kentucky","41254","37.8845","-82.72711"
"Sitka","Kentucky","41255","37.91014","-82.83765"
"Staffordsville","Kentucky","41256","37.82446","-82.88135"
"Stambaugh","Kentucky","41257","37.91372","-82.8044"
"Thelma","Kentucky","41260","37.82253","-82.75126"
"Tomahawk","Kentucky","41262","37.85112","-82.61377"
"Tutor Key","Kentucky","41263","37.85717","-82.76256"
"Ulysses","Kentucky","41264","37.94021","-82.677"
"Van Lear","Kentucky","41265","37.75424","-82.70446"
"Warfield","Kentucky","41267","37.87514","-82.43591"
"West Van Lear","Kentucky","41268","37.78797","-82.78433"
"Williamsport","Kentucky","41271","37.82773","-82.72453"
"Wittensville","Kentucky","41274","37.86174","-82.81164"
"Campton","Kentucky","41301","37.72121","-83.48941"
"Bays","Kentucky","41310","37.64068","-83.25147"
"Beattyville","Kentucky","41311","37.57896","-83.72163"
"Booneville","Kentucky","41314","37.44008","-83.63743"
"Clayhole","Kentucky","41317","37.46029","-83.19851"
"Hazel Green","Kentucky","41332","37.80029","-83.37575"
"Jackson","Kentucky","41339","37.53158","-83.29231"
"Lost Creek","Kentucky","41348","37.42577","-83.31387"
"Mistletoe","Kentucky","41351","37.32754","-83.59363"
"Mize","Kentucky","41352","37.82357","-83.33511"
"Pine Ridge","Kentucky","41360","37.78889","-83.6264"
"Ricetown","Kentucky","41364","37.37569","-83.64172"
"Rogers","Kentucky","41365","37.71117","-83.62663"
"Rousseau","Kentucky","41366","37.62472","-83.21959"
"Rowdy","Kentucky","41367","37.4045","-83.23218"
"Vancleve","Kentucky","41385","37.64998","-83.33665"
"Vincent","Kentucky","41386","37.47992","-83.79273"
"Whick","Kentucky","41390","37.41872","-83.3792"
"Zoe","Kentucky","41397","37.66683","-83.67709"
"Cannel City","Kentucky","41408","37.79508","-83.28828"
"Elkfork","Kentucky","41421","37.99027","-83.17397"
"Ezel","Kentucky","41425","37.88407","-83.42761"
"Royalton","Kentucky","41464","37.65974","-82.97201"
"Salyersville","Kentucky","41465","37.72985","-83.08494"
"West Liberty","Kentucky","41472","37.94179","-83.22334"
"Pikeville","Kentucky","41501","37.50805","-82.5154"
"South Williamson","Kentucky","41503","37.66079","-82.28446"
"Ashcamp","Kentucky","41512","37.25251","-82.47772"
"Belcher","Kentucky","41513","37.35282","-82.34329"
"Belfry","Kentucky","41514","37.67135","-82.33169"
"Burdine","Kentucky","41517","37.18919","-82.60026"
"Canada","Kentucky","41519","37.58359","-82.32334"
"Elkhorn City","Kentucky","41522","37.31644","-82.40088"
"Fedscreek","Kentucky","41524","37.43345","-82.23444"
"Fords Branch","Kentucky","41526","37.43372","-82.51256"
"Forest Hills","Kentucky","41527","37.63187","-82.29378"
"Freeburn","Kentucky","41528","37.55458","-82.13984"
"Hardy","Kentucky","41531","37.59509","-82.23131"
"Hellier","Kentucky","41534","37.27748","-82.49644"
"Huddy","Kentucky","41535","37.59368","-82.28422"
"Jenkins","Kentucky","41537","37.22221","-82.61619"
"Jonancy","Kentucky","41538","37.30338","-82.58891"
"Kimper","Kentucky","41539","37.50265","-82.32231"
"Lick Creek","Kentucky","41540","37.39013","-82.32318"
"McAndrews","Kentucky","41543","37.54837","-82.28226"
"McCarr","Kentucky","41544","37.59602","-82.17368"
"Majestic","Kentucky","41547","37.53821","-82.09437"
"Mouthcard","Kentucky","41548","37.37847","-82.25372"
"Phelps","Kentucky","41553","37.48057","-82.16025"
"Phyllis","Kentucky","41554","37.43919","-82.32446"
"Pinsonfork","Kentucky","41555","37.53816","-82.2589"
"Raccoon","Kentucky","41557","37.48189","-82.41548"
"Ransom","Kentucky","41558","37.53953","-82.20819"
