city,state,zip,latitude,longitude
"Gardners","Pennsylvania","17324","40.03616","-77.22772"
"Gettysburg","Pennsylvania","17325","39.82762","-77.22641"
"Glen Rock","Pennsylvania","17327","39.77934","-76.75373"
"Glenville","Pennsylvania","17329","39.76295","-76.85374"
"Hanover","Pennsylvania","17331","39.79085","-76.98028"
"Lewisberry","Pennsylvania","17339","40.13438","-76.88188"
"Littlestown","Pennsylvania","17340","39.75566","-77.11183"
"Loganville","Pennsylvania","17342","39.85275","-76.70756"
"McKnightstown","Pennsylvania","17343","39.86863","-77.32948"
"McSherrystown","Pennsylvania","17344","39.80535","-77.01887"
"Manchester","Pennsylvania","17345","40.07929","-76.72812"
"Mount Wolf","Pennsylvania","17347","40.04927","-76.68247"
"New Freedom","Pennsylvania","17349","39.75536","-76.68003"
"New Oxford","Pennsylvania","17350","39.88918","-77.07896"
"New Park","Pennsylvania","17352","39.76199","-76.50008"
"Orrtanna","Pennsylvania","17353","39.88741","-77.38714"
"Railroad","Pennsylvania","17355","39.75978","-76.696"
"Red Lion","Pennsylvania","17356","39.89834","-76.58366"
"Seven Valleys","Pennsylvania","17360","39.85196","-76.75377"
"Shrewsbury","Pennsylvania","17361","39.76617","-76.67702"
"Spring Grove","Pennsylvania","17362","39.85088","-76.86872"
"Stewartstown","Pennsylvania","17363","39.76736","-76.58504"
"Thomasville","Pennsylvania","17364","39.92985","-76.90049"
"Wellsville","Pennsylvania","17365","40.05696","-76.9392"
"Windsor","Pennsylvania","17366","39.93184","-76.55585"
"Wrightsville","Pennsylvania","17368","39.98463","-76.51966"
"York Haven","Pennsylvania","17370","40.1174","-76.78124"
"York New Salem","Pennsylvania","17371","39.90258","-76.78797"
"York Springs","Pennsylvania","17372","40.00037","-77.10633"
"York","Pennsylvania","17401","39.95893","-76.73359"
"York","Pennsylvania","17402","39.95799","-76.66045"
"York","Pennsylvania","17403","39.92142","-76.71277"
"York","Pennsylvania","17404","40.00496","-76.77217"
"York","Pennsylvania","17406","40.01224","-76.64249"
"York","Pennsylvania","17407","39.8855","-76.71244"
"York","Pennsylvania","17408","39.93451","-76.80203"
"Akron","Pennsylvania","17501","40.15697","-76.20532"
"Bainbridge","Pennsylvania","17502","40.10081","-76.66732"
"Bausman","Pennsylvania","17504","40.02448","-76.32855"
"Bird In Hand","Pennsylvania","17505","40.05915","-76.18999"
"Blue Ball","Pennsylvania","17506","40.11718","-76.0527"
"Bowmansville","Pennsylvania","17507","40.19806","-76.01624"
"Brownstown","Pennsylvania","17508","40.12455","-76.21394"
"Christiana","Pennsylvania","17509","39.90923","-76.03073"
"Columbia","Pennsylvania","17512","40.04","-76.48558"
"Conestoga","Pennsylvania","17516","39.93773","-76.38703"
"Denver","Pennsylvania","17517","40.24402","-76.13151"
"Drumore","Pennsylvania","17518","39.80519","-76.25932"
"East Earl","Pennsylvania","17519","40.14278","-76.02145"
"East Petersburg","Pennsylvania","17520","40.09813","-76.34897"
"Ephrata","Pennsylvania","17522","40.17499","-76.17009"
"Gap","Pennsylvania","17527","40.01495","-75.99333"
"Gordonville","Pennsylvania","17529","40.04036","-76.10008"
"Holtwood","Pennsylvania","17532","39.85731","-76.2923"
"Intercourse","Pennsylvania","17534","40.03665","-76.11214"
"Kinzers","Pennsylvania","17535","40.01224","-76.03813"
"Kirkwood","Pennsylvania","17536","39.84345","-76.07316"
"Landisville","Pennsylvania","17538","40.08804","-76.41528"
"Leola","Pennsylvania","17540","40.09877","-76.1888"
"Lititz","Pennsylvania","17543","40.18217","-76.30038"
"Manheim","Pennsylvania","17545","40.17307","-76.42792"
"Marietta","Pennsylvania","17547","40.07056","-76.58436"
"Maytown","Pennsylvania","17550","40.07492","-76.58339"
"Millersville","Pennsylvania","17551","39.97911","-76.37608"
"Mount Joy","Pennsylvania","17552","40.10935","-76.51174"
"Mountville","Pennsylvania","17554","40.03923","-76.42584"
"Narvon","Pennsylvania","17555","40.12075","-75.96514"
"New Holland","Pennsylvania","17557","40.10328","-76.07543"
"New Providence","Pennsylvania","17560","39.91117","-76.22712"
"Paradise","Pennsylvania","17562","39.97636","-76.09264"
"Peach Bottom","Pennsylvania","17563","39.76404","-76.18649"
"Pequea","Pennsylvania","17565","39.89191","-76.32994"
"Quarryville","Pennsylvania","17566","39.86924","-76.1476"
"Refton","Pennsylvania","17568","39.94806","-76.23416"
"Reinholds","Pennsylvania","17569","40.27043","-76.09652"
"Rheems","Pennsylvania","17570","40.12574","-76.57035"
"Ronks","Pennsylvania","17572","40.00937","-76.15105"
"Smoketown","Pennsylvania","17576","40.03561","-76.19782"
"Stevens","Pennsylvania","17578","40.22397","-76.16405"
"Strasburg","Pennsylvania","17579","39.95938","-76.18032"
"Terre Hill","Pennsylvania","17581","40.15617","-76.05535"
"Washington Boro","Pennsylvania","17582","39.98928","-76.44756"
"Willow Street","Pennsylvania","17584","39.95981","-76.26463"
"Lancaster","Pennsylvania","17601","40.07296","-76.31457"
"Lancaster","Pennsylvania","17602","40.01486","-76.24632"
"Lancaster","Pennsylvania","17603","40.0127","-76.35287"
"Lancaster","Pennsylvania","17606","40.11174","-76.30401"
"Williamsport","Pennsylvania","17701","41.34206","-76.88821"
"Williamsport","Pennsylvania","17702","41.18215","-77.07728"
"Antes Fort","Pennsylvania","17720","41.18046","-77.20503"
"Avis","Pennsylvania","17721","41.18155","-77.31927"
"Cammal","Pennsylvania","17723","41.43125","-77.45629"
"Canton","Pennsylvania","17724","41.63827","-76.80034"
"Cedar Run","Pennsylvania","17727","41.53904","-77.47914"
"Cogan Station","Pennsylvania","17728","41.32546","-77.08215"
"Cross Fork","Pennsylvania","17729","41.49798","-77.74106"
"Dewart","Pennsylvania","17730","41.10677","-76.87591"
"Eagles Mere","Pennsylvania","17731","41.42713","-76.57293"
"Hughesville","Pennsylvania","17737","41.28673","-76.68149"
"Jersey Mills","Pennsylvania","17739","41.41289","-77.40156"
"Jersey Shore","Pennsylvania","17740","41.2342","-77.26171"
"Lairdsville","Pennsylvania","17742","41.23919","-76.5829"
"Linden","Pennsylvania","17744","41.24397","-77.16139"
"Lock Haven","Pennsylvania","17745","41.28589","-77.48097"
"Loganton","Pennsylvania","17747","41.03847","-77.31497"
"McElhattan","Pennsylvania","17748","41.15147","-77.35043"
"McEwensville","Pennsylvania","17749","41.07232","-76.81352"
"Mackeyville","Pennsylvania","17750","41.05517","-77.47805"
"Mill Hall","Pennsylvania","17751","41.13086","-77.53201"
"Montgomery","Pennsylvania","17752","41.18244","-76.92144"
"Montoursville","Pennsylvania","17754","41.31108","-76.88421"
"Muncy","Pennsylvania","17756","41.20841","-76.73325"
"Muncy Valley","Pennsylvania","17758","41.35234","-76.55155"
"North Bend","Pennsylvania","17760","41.3966","-77.66602"
"Picture Rocks","Pennsylvania","17762","41.28326","-76.70751"
"Ralston","Pennsylvania","17763","41.50999","-76.91388"
"Renovo","Pennsylvania","17764","41.34316","-77.82735"
"Roaring Branch","Pennsylvania","17765","41.57591","-76.97168"
"Shunk","Pennsylvania","17768","41.54632","-76.7477"
"Slate Run","Pennsylvania","17769","41.49939","-77.50073"
"Trout Run","Pennsylvania","17771","41.43137","-77.04524"
"Turbotville","Pennsylvania","17772","41.11832","-76.71756"
"Unityville","Pennsylvania","17774","41.24782","-76.5416"
"Waterville","Pennsylvania","17776","41.41704","-77.31257"
"Watsontown","Pennsylvania","17777","41.10332","-76.82678"
"Westport","Pennsylvania","17778","41.28532","-77.96477"
"Woolrich","Pennsylvania","17779","41.20551","-77.38019"
"Sunbury","Pennsylvania","17801","40.83669","-76.75762"
"Allenwood","Pennsylvania","17810","41.1123","-77.02543"
"Beaver Springs","Pennsylvania","17812","40.73626","-77.23641"
"Beavertown","Pennsylvania","17813","40.78505","-77.1772"
"Benton","Pennsylvania","17814","41.26885","-76.3751"
"Bloomsburg","Pennsylvania","17815","41.02216","-76.43061"
"Catawissa","Pennsylvania","17820","40.9011","-76.40783"
"Danville","Pennsylvania","17821","40.9917","-76.63959"
"Danville","Pennsylvania","17822","40.96861","-76.60365"
"Dornsife","Pennsylvania","17823","40.72099","-76.72541"
"Elysburg","Pennsylvania","17824","40.85652","-76.49848"
"Freeburg","Pennsylvania","17827","40.75482","-76.96133"
"Hartleton","Pennsylvania","17829","40.90057","-77.15546"
"Herndon","Pennsylvania","17830","40.68791","-76.79449"
"Marion Heights","Pennsylvania","17832","40.80554","-76.45499"
"Kulpmont","Pennsylvania","17834","40.77982","-76.46701"
"Laurelton","Pennsylvania","17835","40.88365","-77.19795"
"Leck Kill","Pennsylvania","17836","40.71446","-76.60136"
"Lewisburg","Pennsylvania","17837","40.97485","-76.94247"
"Locust Gap","Pennsylvania","17840","40.77537","-76.43291"
"McClure","Pennsylvania","17841","40.72455","-77.35888"
"Middleburg","Pennsylvania","17842","40.80389","-77.04329"
"Mifflinburg","Pennsylvania","17844","40.95904","-77.08747"
"Millmont","Pennsylvania","17845","40.88308","-77.21628"
"Millville","Pennsylvania","17846","41.14647","-76.51681"
"Milton","Pennsylvania","17847","41.00609","-76.80612"
"Montandon","Pennsylvania","17850","40.9671","-76.85847"
"Mount Carmel","Pennsylvania","17851","40.80255","-76.433"
"Mount Pleasant Mills","Pennsylvania","17853","40.69212","-77.01254"
"New Berlin","Pennsylvania","17855","40.88735","-76.97217"
"New Columbia","Pennsylvania","17856","41.05636","-76.9722"
"Northumberland","Pennsylvania","17857","40.92789","-76.76712"
"Numidia","Pennsylvania","17858","40.84238","-76.42314"
"Orangeville","Pennsylvania","17859","41.11821","-76.39498"
"Paxinos","Pennsylvania","17860","40.82685","-76.63402"
"Paxtonville","Pennsylvania","17861","40.77361","-77.0788"
"Penns Creek","Pennsylvania","17862","40.86069","-77.05661"
"Port Trevorton","Pennsylvania","17864","40.70294","-76.90687"
"Potts Grove","Pennsylvania","17865","40.98688","-76.78979"
"Coal Township","Pennsylvania","17866","40.78866","-76.55035"
"Rebuck","Pennsylvania","17867","40.71464","-76.69025"
"Riverside","Pennsylvania","17868","40.95536","-76.63098"
"Selinsgrove","Pennsylvania","17870","40.80992","-76.8897"
"Shamokin","Pennsylvania","17872","40.7677","-76.61317"
"Shamokin Dam","Pennsylvania","17876","40.85571","-76.82319"
"Stillwater","Pennsylvania","17878","41.1721","-76.32364"
"Swengel","Pennsylvania","17880","40.89109","-77.12383"
"Trevorton","Pennsylvania","17881","40.78098","-76.68632"
"Washingtonville","Pennsylvania","17884","41.05201","-76.67509"
"Weikert","Pennsylvania","17885","40.87042","-77.28941"
"West Milton","Pennsylvania","17886","41.01847","-76.87598"
"White Deer","Pennsylvania","17887","41.07508","-76.8849"
"Wilburton","Pennsylvania","17888","40.81931","-76.37306"
"Winfield","Pennsylvania","17889","40.88228","-76.9143"
"Pottsville","Pennsylvania","17901","40.69364","-76.25526"
"Aristes","Pennsylvania","17920","40.81328","-76.32989"
"Ashland","Pennsylvania","17921","40.75422","-76.35732"
"Auburn","Pennsylvania","17922","40.592","-76.11212"
"Branchdale","Pennsylvania","17923","40.66136","-76.31871"
"Brockton","Pennsylvania","17925","40.75609","-76.07047"
"Cressona","Pennsylvania","17929","40.63104","-76.19273"
"Cumbola","Pennsylvania","17930","40.70867","-76.11529"
"Frackville","Pennsylvania","17931","40.78378","-76.21638"
"Friedensburg","Pennsylvania","17933","40.60357","-76.24244"
"Gilberton","Pennsylvania","17934","40.79786","-76.21205"
"Girardville","Pennsylvania","17935","40.79417","-76.28"
"Gordon","Pennsylvania","17936","40.75048","-76.33997"
"Hegins","Pennsylvania","17938","40.65558","-76.50198"
"Klingerstown","Pennsylvania","17941","40.68614","-76.61472"
"Lavelle","Pennsylvania","17943","40.76161","-76.37949"
"Llewellyn","Pennsylvania","17944","40.6605","-76.28903"
"Locustdale","Pennsylvania","17945","40.78458","-76.37523"
"Lost Creek","Pennsylvania","17946","40.8123","-76.2449"
"Mahanoy City","Pennsylvania","17948","40.82485","-76.14223"
"Mahanoy Plane","Pennsylvania","17949","40.79624","-76.23547"
"Mar Lin","Pennsylvania","17951","40.67919","-76.24425"
"Mary D","Pennsylvania","17952","40.76434","-76.05997"
"Middleport","Pennsylvania","17953","40.74728","-76.09969"
"Minersville","Pennsylvania","17954","40.69047","-76.25985"
"Muir","Pennsylvania","17957","40.59359","-76.51651"
"New Philadelphia","Pennsylvania","17959","40.74224","-76.15141"
"New Ringgold","Pennsylvania","17960","40.69932","-75.94656"
"Orwigsburg","Pennsylvania","17961","40.64713","-76.05988"
"Pine Grove","Pennsylvania","17963","40.56133","-76.39548"
"Pitman","Pennsylvania","17964","40.71415","-76.49785"
"Port Carbon","Pennsylvania","17965","40.69919","-76.16536"
"Ringtown","Pennsylvania","17967","40.86047","-76.20945"
"Sacramento","Pennsylvania","17968","40.6417","-76.62625"
"Saint Clair","Pennsylvania","17970","40.72072","-76.19056"
"Schuylkill Haven","Pennsylvania","17972","40.58199","-76.21367"
"Seltzer","Pennsylvania","17974","40.69592","-76.23606"
"Shenandoah","Pennsylvania","17976","40.8204","-76.21131"
"Spring Glen","Pennsylvania","17978","40.6165","-76.65219"
"Summit Station","Pennsylvania","17979","40.56729","-76.20207"
"Tower City","Pennsylvania","17980","40.531","-76.62065"
"Tremont","Pennsylvania","17981","40.63077","-76.39523"
"Tuscarora","Pennsylvania","17982","40.76798","-76.03827"
"Valley View","Pennsylvania","17983","40.64403","-76.55027"
"Zion Grove","Pennsylvania","17985","40.91935","-76.23729"
"Alburtis","Pennsylvania","18011","40.47288","-75.64395"
"Aquashicola","Pennsylvania","18012","40.81135","-75.59158"
"Bangor","Pennsylvania","18013","40.85511","-75.17114"
"Bath","Pennsylvania","18014","40.7654","-75.40923"
"Bethlehem","Pennsylvania","18015","40.5887","-75.36786"
"Bethlehem","Pennsylvania","18017","40.66069","-75.38739"
"Bethlehem","Pennsylvania","18018","40.62766","-75.39538"
"Bethlehem","Pennsylvania","18020","40.67267","-75.32692"
"Bowmanstown","Pennsylvania","18030","40.80408","-75.66336"
"Breinigsville","Pennsylvania","18031","40.554","-75.65361"
"Catasauqua","Pennsylvania","18032","40.65694","-75.46776"
"Center Valley","Pennsylvania","18034","40.54182","-75.41654"
"Cherryville","Pennsylvania","18035","40.75053","-75.54148"
"Coopersburg","Pennsylvania","18036","40.50925","-75.38891"
"Coplay","Pennsylvania","18037","40.68203","-75.54638"
"Danielsville","Pennsylvania","18038","40.79574","-75.48246"
"Easton","Pennsylvania","18040","40.7459","-75.22172"
"East Greenville","Pennsylvania","18041","40.41742","-75.51306"
"Easton","Pennsylvania","18042","40.6497","-75.22376"
"Easton","Pennsylvania","18045","40.6919","-75.27494"
"East Texas","Pennsylvania","18046","40.54803","-75.56029"
"Emmaus","Pennsylvania","18049","40.51912","-75.50018"
"Fogelsville","Pennsylvania","18051","40.59409","-75.66415"
"Whitehall","Pennsylvania","18052","40.65668","-75.50443"
"Germansville","Pennsylvania","18053","40.71802","-75.70999"
"Green Lane","Pennsylvania","18054","40.35321","-75.43824"
"Hellertown","Pennsylvania","18055","40.58794","-75.29929"
"Hereford","Pennsylvania","18056","40.44798","-75.54911"
"Kunkletown","Pennsylvania","18058","40.8922","-75.49094"
"Laurys Station","Pennsylvania","18059","40.7233","-75.53644"
"Macungie","Pennsylvania","18062","40.5035","-75.57886"
"Martins Creek","Pennsylvania","18063","40.78229","-75.18164"
"Nazareth","Pennsylvania","18064","40.75755","-75.31927"
"Neffs","Pennsylvania","18065","40.69814","-75.61086"
"New Tripoli","Pennsylvania","18066","40.6635","-75.74492"
"Northampton","Pennsylvania","18067","40.71792","-75.47937"
"Orefield","Pennsylvania","18069","40.626","-75.616"
"Palm","Pennsylvania","18070","40.4317","-75.53884"
"Palmerton","Pennsylvania","18071","40.83098","-75.57843"
"Pen Argyl","Pennsylvania","18072","40.84548","-75.25842"
"Pennsburg","Pennsylvania","18073","40.38378","-75.47702"
"Perkiomenville","Pennsylvania","18074","40.31971","-75.51424"
"Red Hill","Pennsylvania","18076","40.37382","-75.48154"
"Riegelsville","Pennsylvania","18077","40.56603","-75.24115"
"Schnecksville","Pennsylvania","18078","40.67181","-75.62096"
"Slatedale","Pennsylvania","18079","40.74415","-75.65754"
"Slatington","Pennsylvania","18080","40.73618","-75.63227"
"Springtown","Pennsylvania","18081","40.56236","-75.28396"
"Stockertown","Pennsylvania","18083","40.75494","-75.2637"
"Tatamy","Pennsylvania","18085","40.74174","-75.25434"
"Treichlers","Pennsylvania","18086","40.73867","-75.54757"
"Trexlertown","Pennsylvania","18087","40.55398","-75.59588"
"Walnutport","Pennsylvania","18088","40.76578","-75.5576"
"Wind Gap","Pennsylvania","18091","40.82656","-75.32068"
"Zionsville","Pennsylvania","18092","40.46844","-75.51372"
"Allentown","Pennsylvania","18101","40.60301","-75.4698"
"Allentown","Pennsylvania","18102","40.60792","-75.47613"
"Allentown","Pennsylvania","18103","40.57223","-75.48138"
"Allentown","Pennsylvania","18104","40.61122","-75.54699"
"Allentown","Pennsylvania","18106","40.57472","-75.59542"
"Allentown","Pennsylvania","18109","40.63673","-75.44043"
"Allentown","Pennsylvania","18195","40.58427","-75.62479"
"Hazleton","Pennsylvania","18201","40.95198","-75.95395"
"Hazleton","Pennsylvania","18202","40.94874","-76.0483"
"Albrightsville","Pennsylvania","18210","41.00057","-75.59146"
"Andreas","Pennsylvania","18211","40.74315","-75.82314"
"Ashfield","Pennsylvania","18212","40.77292","-75.71883"
"Barnesville","Pennsylvania","18214","40.80667","-76.08093"
"Beaver Meadows","Pennsylvania","18216","40.94212","-75.90517"
"Coaldale","Pennsylvania","18218","40.81974","-75.91611"
"Conyngham","Pennsylvania","18219","40.99105","-76.05824"
"Delano","Pennsylvania","18220","40.83958","-76.07509"
"Drifton","Pennsylvania","18221","41.00152","-75.919"
"Drums","Pennsylvania","18222","41.03569","-76.00097"
"Ebervale","Pennsylvania","18223","40.98221","-75.95011"
"Freeland","Pennsylvania","18224","41.02499","-75.88728"
"Harleigh","Pennsylvania","18225","40.98137","-75.97111"
"Jim Thorpe","Pennsylvania","18229","40.93245","-75.68247"
"Junedale","Pennsylvania","18230","40.9201","-75.93077"
"Kelayres","Pennsylvania","18231","40.90068","-76.00446"
"Lansford","Pennsylvania","18232","40.83515","-75.87939"
"Lattimer Mines","Pennsylvania","18234","40.99259","-75.96468"
"Lehighton","Pennsylvania","18235","40.83603","-75.692"
"Mcadoo","Pennsylvania","18237","40.88591","-76.02582"
"Milnesville","Pennsylvania","18239","40.98962","-75.98154"
"Nesquehoning","Pennsylvania","18240","40.86279","-75.84727"
"Nuremberg","Pennsylvania","18241","40.94439","-76.16492"
"Oneida","Pennsylvania","18242","40.90606","-76.12349"
"Parryville","Pennsylvania","18244","40.82361","-75.66879"
"Quakake","Pennsylvania","18245","40.8528","-76.03011"
"Rock Glen","Pennsylvania","18246","40.95743","-76.195"
"Sheppton","Pennsylvania","18248","40.90089","-76.09448"
"Sugarloaf","Pennsylvania","18249","40.98457","-76.1206"
"Summit Hill","Pennsylvania","18250","40.81744","-75.86145"
"Tamaqua","Pennsylvania","18252","40.77857","-75.97893"
"Tresckow","Pennsylvania","18254","40.91594","-75.96563"
"Weatherly","Pennsylvania","18255","40.93308","-75.82996"
"Weston","Pennsylvania","18256","40.94044","-76.14752"
"East Stroudsburg","Pennsylvania","18301","41.03141","-75.18316"
"East Stroudsburg","Pennsylvania","18302","41.09243","-75.11783"
"Bartonsville","Pennsylvania","18321","41.01734","-75.28754"
"Brodheadsville","Pennsylvania","18322","40.9221","-75.39714"
"Buck Hill Falls","Pennsylvania","18323","41.19558","-75.27264"
"Bushkill","Pennsylvania","18324","41.14712","-75.0001"
"Canadensis","Pennsylvania","18325","41.22545","-75.22268"
"Cresco","Pennsylvania","18326","41.15617","-75.25186"
"Delaware Water Gap","Pennsylvania","18327","40.98341","-75.14665"
"Dingmans Ferry","Pennsylvania","18328","41.22531","-75.00633"
"Effort","Pennsylvania","18330","40.96505","-75.45285"
"Gilbert","Pennsylvania","18331","40.90878","-75.44076"
"Henryville","Pennsylvania","18332","41.0922","-75.25968"
"Kresgeville","Pennsylvania","18333","40.89833","-75.49104"
"Long Pond","Pennsylvania","18334","41.07208","-75.44298"
"Marshalls Creek","Pennsylvania","18335","41.06413","-75.10455"
"Matamoras","Pennsylvania","18336","41.37566","-74.73674"
"Milford","Pennsylvania","18337","41.33406","-74.87342"
"Millrift","Pennsylvania","18340","41.42027","-74.77503"
"Mountainhome","Pennsylvania","18342","41.17045","-75.30485"
"Mount Bethel","Pennsylvania","18343","40.89043","-75.1058"
"Mount Pocono","Pennsylvania","18344","41.11735","-75.34442"
"Pocono Summit","Pennsylvania","18346","41.14643","-75.42752"
"Pocono Lake","Pennsylvania","18347","41.15116","-75.53664"
"Pocono Manor","Pennsylvania","18349","41.0995","-75.3682"
"Pocono Pines","Pennsylvania","18350","41.11339","-75.45633"
"Portland","Pennsylvania","18351","40.92321","-75.10063"
"Saylorsburg","Pennsylvania","18353","40.89848","-75.36953"
"Sciota","Pennsylvania","18354","40.92561","-75.32831"
"Scotrun","Pennsylvania","18355","41.07301","-75.35553"
"Shawnee On Delaware","Pennsylvania","18356","41.01574","-75.11192"
"Skytop","Pennsylvania","18357","41.22956","-75.2191"
"Stroudsburg","Pennsylvania","18360","40.97254","-75.28562"
"Swiftwater","Pennsylvania","18370","41.08926","-75.33771"
"Tamiment","Pennsylvania","18371","41.15837","-75.03658"
"Tannersville","Pennsylvania","18372","41.04777","-75.32512"
"Archbald","Pennsylvania","18403","41.50495","-75.53529"
"Beach Lake","Pennsylvania","18405","41.59792","-75.09509"
"Carbondale","Pennsylvania","18407","41.59971","-75.53026"
"Clarks Summit","Pennsylvania","18411","41.45655","-75.74295"
"Clifford","Pennsylvania","18413","41.64767","-75.53258"
"Dalton","Pennsylvania","18414","41.53893","-75.7427"
"Damascus","Pennsylvania","18415","41.74821","-75.11315"
"Equinunk","Pennsylvania","18417","41.80705","-75.20122"
"Factoryville","Pennsylvania","18419","41.57858","-75.7994"
"Fleetville","Pennsylvania","18420","41.60333","-75.70589"
"Forest City","Pennsylvania","18421","41.66337","-75.4691"
"Gouldsboro","Pennsylvania","18424","41.24267","-75.52234"
"Greeley","Pennsylvania","18425","41.42263","-75.02206"
"Greentown","Pennsylvania","18426","41.32774","-75.23577"
"Hawley","Pennsylvania","18428","41.42946","-75.1253"
"Herrick Center","Pennsylvania","18430","41.7428","-75.47779"
"Honesdale","Pennsylvania","18431","41.62214","-75.25531"
"Jermyn","Pennsylvania","18433","41.57107","-75.58452"
"Jessup","Pennsylvania","18434","41.46014","-75.54823"
"Lackawaxen","Pennsylvania","18435","41.49221","-75.00661"
"Lake Ariel","Pennsylvania","18436","41.43867","-75.3959"
"Lake Como","Pennsylvania","18437","41.86859","-75.30345"
"Lakeville","Pennsylvania","18438","41.43591","-75.24499"
"Lakewood","Pennsylvania","18439","41.82674","-75.34735"
"La Plume","Pennsylvania","18440","41.55931","-75.76505"
"Lenoxville","Pennsylvania","18441","41.65833","-75.62565"
"Milanville","Pennsylvania","18443","41.66262","-75.11059"
"Moscow","Pennsylvania","18444","41.33912","-75.54667"
"Newfoundland","Pennsylvania","18445","41.2948","-75.34751"
"Nicholson","Pennsylvania","18446","41.64513","-75.76044"
"Olyphant","Pennsylvania","18447","41.5132","-75.61684"
"Paupack","Pennsylvania","18451","41.39849","-75.22023"
"Peckville","Pennsylvania","18452","41.48387","-75.58951"
"Pleasant Mount","Pennsylvania","18453","41.74971","-75.361"
"Poyntelle","Pennsylvania","18454","41.81963","-75.42731"
"Preston Park","Pennsylvania","18455","41.88467","-75.35541"
"Prompton","Pennsylvania","18456","41.61843","-75.3404"
"Rowland","Pennsylvania","18457","41.4696","-75.05084"
"Shohola","Pennsylvania","18458","41.40916","-74.91757"
"South Sterling","Pennsylvania","18460","41.26719","-75.34744"
"Starlight","Pennsylvania","18461","41.92774","-75.32434"
"Starrucca","Pennsylvania","18462","41.9049","-75.42988"
"Sterling","Pennsylvania","18463","41.34825","-75.37964"
"Tafton","Pennsylvania","18464","41.40181","-75.17824"
"Thompson","Pennsylvania","18465","41.83654","-75.51811"
"Tobyhanna","Pennsylvania","18466","41.19709","-75.37796"
"Tyler Hill","Pennsylvania","18469","41.70352","-75.14597"
"Union Dale","Pennsylvania","18470","41.732","-75.53502"
"Waverly","Pennsylvania","18471","41.5291","-75.69807"
"Waymart","Pennsylvania","18472","41.58738","-75.40002"
"White Mills","Pennsylvania","18473","41.52828","-75.20821"
"Scranton","Pennsylvania","18503","41.41007","-75.66767"
"Scranton","Pennsylvania","18504","41.42375","-75.70581"
"Scranton","Pennsylvania","18505","41.38874","-75.65109"
"Moosic","Pennsylvania","18507","41.35541","-75.68016"
"Scranton","Pennsylvania","18508","41.45503","-75.65827"
"Scranton","Pennsylvania","18509","41.43062","-75.64321"
"Scranton","Pennsylvania","18510","41.40735","-75.64376"
"Scranton","Pennsylvania","18512","41.42648","-75.5912"
"Taylor","Pennsylvania","18517","41.39524","-75.71461"
"Old Forge","Pennsylvania","18518","41.37495","-75.73963"
"Scranton","Pennsylvania","18519","41.46207","-75.63062"
"Bear Creek","Pennsylvania","18602","41.18749","-75.75526"
"Berwick","Pennsylvania","18603","41.08506","-76.24591"
"Blakeslee","Pennsylvania","18610","41.05959","-75.53226"
"Dallas","Pennsylvania","18612","41.35025","-75.98207"
"Dushore","Pennsylvania","18614","41.48373","-76.35768"
"Falls","Pennsylvania","18615","41.45968","-75.85752"
"Forksville","Pennsylvania","18616","41.51907","-76.63954"
"Glen Lyon","Pennsylvania","18617","41.17149","-76.07707"
"Harveys Lake","Pennsylvania","18618","41.37883","-76.0313"
"Hillsgrove","Pennsylvania","18619","41.43574","-76.7195"
"Hunlock Creek","Pennsylvania","18621","41.25441","-76.09129"
"Huntington Mills","Pennsylvania","18622","41.20228","-76.27348"
"Laceyville","Pennsylvania","18623","41.67297","-76.14768"
"Lake Harmony","Pennsylvania","18624","41.05529","-75.62088"
"Lake Winola","Pennsylvania","18625","41.51311","-75.85027"
"Laporte","Pennsylvania","18626","41.41136","-76.4635"
"Lehman","Pennsylvania","18627","41.31559","-76.02235"
"Lopez","Pennsylvania","18628","41.41474","-76.32047"
"Mehoopany","Pennsylvania","18629","41.52393","-76.13365"
"Meshoppen","Pennsylvania","18630","41.66361","-76.02698"
"Mifflinville","Pennsylvania","18631","41.03079","-76.30233"
"Mildred","Pennsylvania","18632","41.46769","-76.3764"
"Nanticoke","Pennsylvania","18634","41.18984","-76.0218"
"Nescopeck","Pennsylvania","18635","41.02961","-76.20598"
"Noxen","Pennsylvania","18636","41.41215","-76.08859"
"Pittston","Pennsylvania","18640","41.29724","-75.74024"
"Pittston","Pennsylvania","18641","41.33644","-75.73007"
"Duryea","Pennsylvania","18642","41.35359","-75.77681"
"Pittston","Pennsylvania","18643","41.36456","-75.8344"
"Wyoming","Pennsylvania","18644","41.33192","-75.87753"
"Plymouth","Pennsylvania","18651","41.24748","-75.962"
"Shickshinny","Pennsylvania","18655","41.18327","-76.19619"
"Sweet Valley","Pennsylvania","18656","41.32703","-76.20442"
"Tunkhannock","Pennsylvania","18657","41.52712","-75.95601"
"Wapwallopen","Pennsylvania","18660","41.10195","-76.06196"
"White Haven","Pennsylvania","18661","41.08435","-75.75666"
"Wilkes Barre","Pennsylvania","18701","41.2433","-75.88523"
"Wilkes Barre","Pennsylvania","18702","41.21406","-75.76925"
"Kingston","Pennsylvania","18704","41.27676","-75.89474"
"Wilkes Barre","Pennsylvania","18705","41.27156","-75.84241"
"Wilkes Barre","Pennsylvania","18706","41.20432","-75.91231"
"Mountain Top","Pennsylvania","18707","41.13325","-75.9228"
"Shavertown","Pennsylvania","18708","41.297","-75.95927"
